1963,0.776118,0.647892,0.415077,0.222882
2004,0.771128,0.64367,0.412833,0.22205
1980,0.770913,0.646113,0.415929,0.22626
2032,0.766249,0.639844,0.409474,0.216352
1966,0.77498,0.648552,0.427156,0.223845
1985,0.773763,0.65022,0.424638,0.222179
1984,0.771033,0.639666,0.400604,0.205128
2014,0.771785,0.636068,0.413683,0.213895
2101,0.762626,0.632821,0.405994,0.208365
2117,0.760059,0.626302,0.39875,0.210958
2163,0.756802,0.626554,0.406422,0.219978
2243,0.748289,0.621371,0.39082,0.212706
2319,0.736956,0.603047,0.382752,0.213098
2372,0.730117,0.60268,0.371156,0.186557
2552,0.71092,0.585849,0.348481,0.171159
2546,0.708429,0.582828,0.342628,0.165793
2613,0.697814,0.573457,0.335622,0.162768
2585,0.70126,0.580833,0.345238,0.170411
2639,0.693923,0.580778,0.351278,0.169604
2800,0.677085,0.573171,0.34914,0.176955
2899,0.670231,0.572419,0.357206,0.168149
3115,0.65246,0.562008,0.349143,0.16889
3341,0.623125,0.538281,0.337629,0.157164
3280,0.626849,0.538613,0.347134,0.153548
3252,0.634113,0.548584,0.35489,0.167008
3272,0.631697,0.535623,0.353104,0.16081
3151,0.642744,0.540067,0.34937,0.165519
3066,0.655234,0.557958,0.359515,0.176249
3041,0.652973,0.546187,0.345318,0.170712
2928,0.666553,0.550507,0.347303,0.172648
2857,0.674007,0.55436,0.349943,0.180201
2809,0.679338,0.563955,0.353956,0.186504
2790,0.682305,0.566568,0.35655,0.18966
2636,0.700489,0.581985,0.371333,0.204347
2632,0.700535,0.580625,0.371237,0.193874
2492,0.711674,0.584943,0.371025,0.19794
2421,0.718226,0.587564,0.376352,0.210887
2494,0.712474,0.583361,0.3765,0.198844
2368,0.72934,0.601682,0.395918,0.207762
2310,0.730957,0.605465,0.403409,0.218539
2385,0.726177,0.595283,0.391892,0.212871
2431,0.718992,0.587196,0.373292,0.191284
2440,0.723951,0.59245,0.380711,0.204434
2423,0.726215,0.603437,0.395006,0.194481
2500,0.711483,0.589086,0.379499,0.211605
2649,0.689485,0.570037,0.369586,0.211372
2873,0.669276,0.554297,0.346749,0.183343
3103,0.647986,0.545814,0.344667,0.171207
3327,0.624534,0.519983,0.324741,0.16428
3380,0.623104,0.521314,0.32373,0.148829
3446,0.614412,0.515194,0.305382,0.131552
3486,0.607742,0.518907,0.319805,0.142224
3444,0.617673,0.523783,0.33204,0.14942
3318,0.627568,0.531157,0.333199,0.157868
3324,0.621628,0.528243,0.326307,0.141085
3447,0.620542,0.524552,0.322657,0.148258
3341,0.623337,0.524751,0.322725,0.139583
3328,0.623912,0.528879,0.33119,0.147323
3263,0.627766,0.532119,0.334353,0.155101
3295,0.634417,0.538321,0.340868,0.163706
3243,0.631142,0.527328,0.339242,0.155689
3262,0.625057,0.517884,0.32659,0.153826
3218,0.63361,0.52333,0.33581,0.159572
3125,0.642612,0.528302,0.327668,0.161524
3155,0.647919,0.534729,0.331426,0.172568
3102,0.651695,0.54268,0.331321,0.17697
3249,0.630712,0.53022,0.321003,0.158508
3267,0.632053,0.533952,0.329709,0.158423
3347,0.619053,0.521857,0.32247,0.142894
3384,0.625332,0.53337,0.327771,0.143074
3409,0.616017,0.524281,0.322401,0.149239
3269,0.626186,0.531528,0.324587,0.145583
3228,0.64189,0.54089,0.337982,0.162646
3207,0.640994,0.543553,0.32725,0.156718
3118,0.648002,0.551173,0.330039,0.165418
3181,0.647691,0.549561,0.330738,0.150601
3076,0.646883,0.548179,0.340904,0.163448
3270,0.628367,0.528615,0.32619,0.156347
3134,0.63668,0.532588,0.329195,0.154116
3039,0.65462,0.547229,0.339778,0.169218
2884,0.668429,0.55356,0.352056,0.185541
2991,0.663327,0.550226,0.340899,0.183233
3012,0.656321,0.545153,0.337876,0.174568
3130,0.651176,0.547884,0.330195,0.170861
3102,0.641843,0.539216,0.334478,0.171032
3179,0.634093,0.528828,0.332844,0.168237
3164,0.642081,0.53641,0.331785,0.16141
3161,0.648817,0.539548,0.335785,0.168595
3065,0.655153,0.543559,0.338156,0.173186
3015,0.654243,0.541445,0.345987,0.17102
3025,0.65531,0.544907,0.338364,0.168956
3018,0.659982,0.548271,0.331413,0.176085
2950,0.665798,0.555656,0.343131,0.169482
3052,0.648913,0.535252,0.332896,0.178466
3119,0.645084,0.532524,0.335535,0.164926
3236,0.633023,0.522855,0.32202,0.155312
3216,0.638449,0.527961,0.331532,0.152569
3250,0.630975,0.515865,0.305556,0.150105
3302,0.623489,0.506796,0.307902,0.151375
3285,0.629901,0.514986,0.312042,0.15726
